city;lat;lon;available_permit
Fürstenwalde;52.3667;14.0667;NONE
Vetschau/Spreewald;51.7831;14.0667;NONE
Kamenz;51.2667;14.1000;NONE
Wriezen;52.7167;14.1331;NONE
Müncheberg;52.5036;14.1397;NONE
Bischofswerda;51.1275;14.1797;NONE
Drebkau;51.6500;14.2167;NONE
Neustadt;51.0239;14.2167;NONE
Beeskow;52.1667;14.2500;NONE
Hoyerswerda;51.4333;14.2500;NONE
Schwedt (Oder);53.0500;14.2667;NONE
Cottbus;51.7606;14.3342;NONE
Spremberg;51.5717;14.3794;NONE
Seelow;52.5167;14.3831;NONE
Neuhausen;51.6826;14.4151;NONE
Bautzen;51.1814;14.4242;NONE
Frankfurt (Oder);52.3419;14.5517;NONE
Forst (Lausitz);51.7333;14.6333;NONE
Weißwasser/Oberlausitz;51.5000;14.6333;NONE
Eisenhüttenstadt;52.1450;14.6728;NONE
Guben;51.9533;14.7167;NONE
Zittau;50.8961;14.8072;NONE
Görlitz;51.1528;14.9872;NONE
Mettlach;49.4917;6.5972;K62
Saarwellingen;49.3542;6.8050;K62
Wittlich;49.9869;6.8897;K62
Niederkassel;50.8167;7.0333;K62
Spiesen-Elversberg;49.3167;7.1331;K62
Nohfelden;49.5867;7.1428;K62
Andernach;50.4397;7.4017;K62
Schopfheim;47.6500;7.8167;K62
Geisenheim;49.9844;7.9672;K62
Limburg;50.3833;8.0667;K62
Achern;48.6333;8.0667;K62
Bad Dürkheim;49.4594;8.1681;K62
Wörth am Rhein;49.0517;8.2603;K62
Bischofsheim;49.9890;8.3550;K62
Limburgerhof;49.4222;8.3919;K62
Bürstadt;49.6333;8.4500;K62
Villingen-Schwenningen;48.0603;8.4586;K62
Kronberg;50.1833;8.5000;K62
Bieber;50.6000;8.5833;K62
Weiterstadt;49.9000;8.6000;K62
Sandhausen;49.3439;8.6581;K62
Weinheim;49.5500;8.6667;K62
Bretten;49.0364;8.7061;K62
Nagold;48.5519;8.7256;K62
Maintal;50.1500;8.8333;K62
Aachen;50.7756;6.0836;NONE
Würselen;50.8167;6.1333;NONE
Stolberg;50.7667;6.2333;NONE
Eschweiler;50.8167;6.2833;NONE
Perl;49.4667;6.3667;NONE
Düren;50.8000;6.4833;NONE
Bitburg;49.9667;6.5333;NONE
Konz;49.7000;6.5833;NONE
Merzig;49.4500;6.6167;NONE
Trier;49.7567;6.6414;NONE
Mechernich;50.6000;6.6500;NONE
Rehlingen-Siersburg;49.3686;6.6786;NONE
Überherrn;49.2500;6.7000;NONE
Beckingen;49.3928;6.7008;NONE
Wallerfangen;49.3278;6.7208;NONE
Dillingen;49.3500;6.7333;NONE
Saarlouis;49.3167;6.7500;NONE
Erftstadt;50.8167;6.7667;NONE
Ensdorf;49.3000;6.7667;NONE
Nalbach;49.3833;6.7833;NONE
Bous;49.2667;6.7833;NONE
Wadgassen;49.2667;6.7833;NONE
Euskirchen;50.6597;6.7917;NONE
Schwalbach;49.2833;6.8167;NONE
Weiskirchen;49.5561;6.8200;NONE
Schmelz;49.4167;6.8333;NONE
Völklingen;49.2500;6.8333;NONE
Großrosseln;49.2030;6.8415;NONE
Wadern;49.5167;6.8667;NONE
Püttlingen;49.2833;6.8833;NONE
Brühl;50.8333;6.9000;NONE
Lebach;49.4100;6.9100;NONE
Heusweiler;49.3375;6.9301;NONE
Riegelsberg;49.2942;6.9375;NONE
Rheinbach;50.6333;6.9500;NONE
Wesseling;50.8167;6.9667;NONE
Nonnweiler;49.6065;6.9694;NONE
Eppelborn;49.4022;6.9706;NONE
Ulmen;50.1333;6.9833;NONE
Saarbrücken;49.2333;7.0000;NONE
Bornheim;50.7592;7.0050;NONE
Tholey;49.4833;7.0333;NONE
Kleinblittersdorf;49.1583;7.0381;NONE
Marpingen;49.4500;7.0500;NONE
Quierschied;49.3167;7.0500;NONE
Illingen;49.3764;7.0525;NONE
Merchweiler;49.3603;7.0600;NONE
Sulzbach;49.2833;7.0667;NONE
Oberthal;49.5167;7.0833;NONE
Friedrichsthal;49.3256;7.0961;NONE
Bonn;50.7333;7.1000;NONE
Bad Neuenahr-Ahrweiler;50.5447;7.1133;NONE
Morbach;49.8167;7.1167;NONE
Schiffweiler;49.3667;7.1167;NONE
Sankt Ingbert;49.3000;7.1167;NONE
Namborn;49.5167;7.1333;NONE
Troisdorf;50.8161;7.1556;NONE
Sankt Wendel;49.4667;7.1667;NONE
Ottweiler;49.3667;7.1667;NONE
Neunkirchen;49.3500;7.1667;NONE
Sankt Augustin;50.7700;7.1867;NONE
Königswinter;50.6736;7.1947;NONE
Gersheim;49.1333;7.2000;NONE
Siegburg;50.8014;7.2044;NONE
Lohmar;50.8167;7.2167;NONE
Mayen;50.3333;7.2167;NONE
Bad Honnef am Rhein;50.6450;7.2269;NONE
Remagen;50.5786;7.2306;NONE
Kirkel;49.2833;7.2333;NONE
Blieskastel;49.2333;7.2500;NONE
Sinzig;50.5453;7.2519;NONE
Freisen;49.5493;7.2520;NONE
Bexbach;49.3494;7.2594;NONE
Hennef;50.7833;7.2833;NONE
Idar-Oberstein;49.7114;7.3131;NONE
Homburg;49.3167;7.3333;NONE
Zweibrücken;49.2500;7.3667;NONE
Neuwied;50.4286;7.4614;NONE
Mülheim-Kärlich;50.3869;7.4953;NONE
Bendorf;50.4297;7.5703;NONE
Breisach am Rhein;48.0333;7.5833;NONE
Boppard;50.2314;7.5908;NONE
Koblenz;50.3597;7.5978;NONE
Pirmasens;49.2000;7.6000;NONE
Lahnstein;50.3011;7.6056;NONE
Weil am Rhein;47.5947;7.6108;NONE
Müllheim;47.8000;7.6333;NONE
Lörrach;47.6167;7.6667;NONE
Bad Krozingen;47.9167;7.7000;NONE
Kaiserslautern;49.4447;7.7689;NONE
Rheinfelden (Baden);47.5611;7.7917;NONE
Kehl;48.5667;7.8167;NONE
Montabaur;50.4375;7.8258;NONE
Emmendingen;48.1214;7.8492;NONE
Freiburg im Breisgau;47.9950;7.8500;NONE
Bad Kreuznach;49.8500;7.8667;NONE
Betzdorf;50.7856;7.8728;NONE
Bingen am Rhein;49.9667;7.9000;NONE
Offenburg;48.4667;7.9333;NONE
Bad Säckingen;47.5500;7.9500;NONE
Waldkirch;48.1000;7.9667;NONE
Oestrich-Winkel;50.0000;8.0000;NONE
Diez;50.3708;8.0158;NONE
Hadamar;50.4500;8.0500;NONE
Ingelheim;49.9747;8.0564;NONE
Bad Schwalbach;50.1333;8.0667;NONE
Oberkirch;48.5333;8.0833;NONE
Alzey;49.7458;8.1153;NONE
Landau;49.2000;8.1167;NONE
Bühl;48.6953;8.1350;NONE
Taunusstein;50.1333;8.1500;NONE
Grünstadt;49.5692;8.1681;NONE
Rastatt;48.8500;8.2000;NONE
Nieder-Olm;49.9083;8.2028;NONE
Haiger;50.7422;8.2039;NONE
Waldshut-Tiengen;47.6231;8.2144;NONE
Herxheim;49.1469;8.2200;NONE
Wiesbaden;50.0825;8.2400;NONE
Baden-Baden;48.7628;8.2408;NONE
Weilburg;50.4833;8.2500;NONE
Haßloch;49.3500;8.2500;NONE
Bad Camberg;50.3000;8.2667;NONE
Mainz;49.9833;8.2667;NONE
Idstein;50.2206;8.2742;NONE
Dillenburg;50.7333;8.2833;NONE
Herborn;50.6825;8.3061;NONE
Böhl-Iggelheim;49.3714;8.3086;NONE
Niedernhausen;50.1617;8.3176;NONE
Gaggenau;48.8039;8.3194;NONE
Ginsheim-Gustavsburg;49.9833;8.3333;NONE
Hochheim am Version3.Main;50.0167;8.3500;NONE
Frankenthal;49.5333;8.3500;NONE
Mutterstadt;49.4417;8.3561;NONE
Bobenheim-Roxheim;49.5839;8.3611;NONE
Worms;49.6319;8.3653;NONE
Schifferstadt;49.3833;8.3667;NONE
Germersheim;49.2167;8.3667;NONE
Braunfels;50.5167;8.3833;NONE
Schramberg;48.2269;8.3842;NONE
Eggenstein-Leopoldshafen;49.0778;8.3925;NONE
Eppstein;50.1333;8.4000;NONE
Ettlingen;48.9333;8.4000;NONE
Karlsruhe;49.0092;8.4040;NONE
Trebur;49.9242;8.4092;NONE
Freudenstadt;48.4633;8.4111;NONE
Rüsselsheim;49.9950;8.4119;NONE
Speyer;49.3194;8.4311;NONE
Flörsheim;50.0167;8.4333;NONE
Ludwigshafen;49.4811;8.4353;NONE
Kelkheim (Taunus);50.1378;8.4497;NONE
Hofheim;50.0833;8.4500;NONE
Raunheim;50.0167;8.4500;NONE
Nauheim;49.9447;8.4548;NONE
Mannheim;49.4878;8.4661;NONE
Aßlar;50.5833;8.4667;NONE
Königstein im Taunus;50.1833;8.4667;NONE
Kriftel;50.0828;8.4667;NONE
Lampertheim;49.6000;8.4667;NONE
Gernsheim;49.7500;8.4833;NONE
Groß-Gerau;49.9192;8.4850;NONE
Hattersheim;50.0722;8.4864;NONE
Wetzlar;50.5667;8.5000;NONE
Bad Soden am Taunus;50.1333;8.5000;NONE
Donaueschingen;47.9531;8.5033;NONE
Neu-Anspach;50.2931;8.5089;NONE
Büttelborn;49.9022;8.5137;NONE
Waghäusel;49.2500;8.5167;NONE
Kelsterbach;50.0617;8.5311;NONE
Usingen;50.3344;8.5375;NONE
Hockenheim;49.3181;8.5472;NONE
Dautphe;50.8583;8.5500;NONE
Griesheim;49.8639;8.5639;NONE
Steinbach am Taunus;50.1667;8.5667;NONE
Schwetzingen;49.3833;8.5667;NONE
Lorsch;49.6539;8.5675;NONE
Eschborn;50.1436;8.5700;NONE
Oberursel;50.2033;8.5769;NONE
Viernheim;49.5417;8.5786;NONE
Gladenbach;50.7681;8.5828;NONE
Mörfelden-Walldorf;50.0000;8.5833;NONE
Bad Homburg;50.2167;8.6000;NONE
Bruchsal;49.1333;8.6000;NONE
Pfungstadt;49.8056;8.6044;NONE
Bensheim;49.6667;8.6167;NONE
Rottweil;48.1681;8.6247;NONE
Eppelheim;49.4000;8.6333;NONE
Trossingen;48.0756;8.6361;NONE
Heppenheim;49.6431;8.6389;NONE
Friedrichsdorf;50.2556;8.6397;NONE
Seeheim-Jugenheim;49.7667;8.6500;NONE
Walldorf;49.3000;8.6500;NONE
Darmstadt;49.8722;8.6528;NONE
Schriesheim;49.4736;8.6592;NONE
Butzbach;50.4367;8.6622;NONE
Gießen;50.5833;8.6667;NONE
Langgöns;50.5000;8.6667;NONE
Egelsbach;49.9694;8.6667;NONE
Frankfurt;50.1106;8.6822;NONE
Leimen;49.3481;8.6911;NONE
Horb am Neckar;48.4453;8.6911;NONE
Wiesloch;49.2942;8.6983;NONE
Neu Isenburg;50.0500;8.7000;NONE
Dreieich;50.0000;8.7000;NONE
Rosbach vor der Höhe;50.2986;8.7006;NONE
Lollar;50.6497;8.7044;NONE
Pforzheim;48.8950;8.7050;NONE
Heidelberg;49.4167;8.7167;NONE
Calw;48.7167;8.7333;NONE
Bad Vilbel;50.1781;8.7361;NONE
Mörlenbach;49.5990;8.7369;NONE
Bad Nauheim;50.3667;8.7500;NONE
Ober-Ramstadt;49.8333;8.7500;NONE
Roßdorf;49.8583;8.7556;NONE
Karben;50.2322;8.7681;NONE
Marburg;50.8100;8.7708;NONE
Dietzenbach;50.0167;8.7833;NONE
Heusenstamm;50.0500;8.8000;NONE
Lich;50.5217;8.8208;NONE
Tuttlingen;47.9850;8.8233;NONE
Wald-Michelbach;49.5724;8.8243;NONE
Reinheim;49.8269;8.8308;NONE
Reiskirchen;50.6000;8.8333;NONE
Obertshausen;50.0667;8.8333;NONE
Groß-Zimmern;49.8726;8.8343;NONE
Mühlacker;48.9500;8.8394;NONE
Dieburg;49.9000;8.8500;NONE
Balingen;48.2731;8.8506;NONE
Weil der Stadt;48.7508;8.8706;NONE
Herrenberg;48.5967;8.8708;NONE
Rodgau;50.0167;8.8833;NONE
Sinsheim;49.2500;8.8833;NONE
Hungen;50.4667;8.9000;NONE
Nidderau;50.2500;8.9000;NONE
Kirchhain;50.8167;8.9167;NONE
Bruchköbel;50.1833;8.9167;NONE
Eppingen;49.1333;8.9167;NONE
Hanau;50.1328;8.9169;NONE
Erlensee;50.1333;8.9333;NONE
Groß-Umstadt;49.8667;8.9333;X09
Albstadt;48.2119;9.0239;X09
Büdingen;50.2908;9.1125;X09
Korntal-Münchingen;48.8306;9.1214;X09
Metzingen;48.5367;9.2858;X09
Buchen in Odenwald;49.5217;9.3233;X09
Friedrichshafen;47.6500;9.4833;X09
Schorndorf;48.8000;9.5333;X09
Eichenzell;50.4934;9.6961;X09
Neu-Ulm;48.3833;10.0000;X09
Leutkirch im Allgäu;47.8256;10.0222;X09
Aalen;48.8333;10.1000;X09
Bad Liebenstein;50.8144;10.3542;X09
Marktoberdorf;47.7667;10.6167;X09
Eisfeld;50.4167;10.9167;X09
Zirndorf;49.4500;10.9500;X09
Aichach;48.4500;11.1333;X09
Kahla;50.8008;11.5875;X09
Unterhaching;48.0658;11.6100;X09
Amberg;49.4444;11.8483;X09
Werdau;50.7333;12.3833;X09
Stollberg;50.7083;12.7783;X09
Renningen;48.7661;8.9347;NONE
Altenstadt;50.2856;8.9450;NONE
Grünberg;50.6000;8.9500;NONE
Babenhausen;49.9667;8.9500;NONE
Vaihingen an der Enz;48.9328;8.9564;NONE
Hechingen;48.3517;8.9633;NONE
Seligenstadt;50.0333;8.9667;NONE
Radolfzell am Bodensee;47.7333;8.9667;NONE
Erbach;49.6569;8.9931;NONE
Höchst im Odenwald;49.7992;8.9942;NONE
Sindelfingen;48.7133;9.0028;NONE
Michelstadt;49.6786;9.0039;NONE
Nidda;50.4128;9.0092;NONE
Stockach;47.8514;9.0114;NONE
Leonberg;48.8014;9.0131;NONE
Böblingen;48.6856;9.0153;NONE
Stadtallendorf;50.8333;9.0167;NONE
Langenselbold;50.1833;9.0333;NONE
Rodenbach;50.1500;9.0333;NONE
Tübingen;48.5200;9.0556;NONE
Mössingen;48.4064;9.0575;NONE
Gerlingen;48.8000;9.0653;NONE
Alzenau in Unterfranken;50.0667;9.0667;NONE
Brackenheim;49.0833;9.0667;NONE
Ditzingen;48.8264;9.0667;NONE
Großostheim;49.9167;9.0833;NONE
Bad Rappenau;49.2333;9.1000;NONE
Schotten;50.5000;9.1167;NONE
Bietigheim-Bissingen;48.9667;9.1333;NONE
Leinfelden-Echterdingen;48.6928;9.1428;NONE
Mosbach;49.3522;9.1467;NONE
Aschaffenburg;49.9667;9.1500;NONE
Überlingen;47.7667;9.1650;NONE
Gelnhausen;50.2000;9.1667;NONE
Stuttgart;48.7775;9.1800;NONE
Konstanz;47.6667;9.1833;NONE
Kornwestheim;48.8598;9.1852;NONE
Ludwigsburg;48.8975;9.1922;NONE
Freiberg am Neckar;48.9333;9.2000;NONE
Sigmaringen;48.0867;9.2164;NONE
Heilbronn;49.1500;9.2167;NONE
Reutlingen;48.4833;9.2167;NONE
Filderstadt;48.6803;9.2183;NONE
Neckarsulm;49.1917;9.2246;NONE
Pfullingen;48.4656;9.2261;NONE
Marbach am Neckar;48.9333;9.2500;NONE
Ostfildern;48.7333;9.2500;NONE
Alsfeld;50.7511;9.2711;NONE
Fellbach;48.8086;9.2758;NONE
Wächtersbach;50.2547;9.2919;NONE
Esslingen;48.7333;9.3167;NONE
Waiblingen;48.8303;9.3169;NONE
Nürtingen;48.6333;9.3333;NONE
Bad Orb;50.2167;9.3500;NONE
Bad Soden-Salmünster;50.2667;9.3667;NONE
Wendlingen am Neckar;48.6747;9.3817;NONE
Lauterbach;50.6378;9.3944;NONE
Winnenden;48.8764;9.3978;NONE
Backnang;48.9464;9.4306;NONE
Kirchheim unter Teck;48.6483;9.4511;NONE
Steinau an der Straße;50.3167;9.4667;NONE
Öhringen;49.2000;9.5000;NONE
Schlüchtern;50.3500;9.5167;NONE
Wertheim;49.7500;9.5167;NONE
Ebersbach an der Fils;48.7147;9.5236;NONE
Tettnang;47.6708;9.5875;NONE
Ravensburg;47.7831;9.6114;NONE
Neuhof;50.4333;9.6167;NONE
Weingarten;47.8092;9.6444;NONE
Göppingen;48.7025;9.6528;NONE
Fulda;50.5508;9.6753;NONE
Künzelsau;49.2833;9.6833;NONE
Lindau;47.5458;9.6833;NONE
Eislingen;48.6933;9.7067;NONE
Petersberg;50.5667;9.7167;NONE
Künzell;50.5500;9.7167;NONE
Ehingen an der Donau;48.2833;9.7236;NONE
Schwäbisch Hall;49.1122;9.7375;NONE
Bad Waldsee;47.9211;9.7519;NONE
Hünfeld;50.6667;9.7667;NONE
Bad Mergentheim;49.5000;9.7667;NONE
Biberach;48.1000;9.7833;NONE
Schwäbisch Gmünd;48.8000;9.8000;NONE
Geislingen an der Steige;48.6244;9.8306;NONE
Wangen im Allgäu;47.6858;9.8342;NONE
Laupheim;48.2289;9.8797;NONE
Würzburg;49.7833;9.9333;NONE
Ulm;48.4000;9.9833;NONE
Vacha;50.8289;10.0214;NONE
Bad Kissingen;50.2000;10.0667;NONE
Senden;48.3167;10.0667;NONE
Crailsheim;49.1347;10.0706;NONE
Illertissen;48.2167;10.0833;NONE
Dermbach;50.7164;10.1197;NONE
Langenau;48.4967;10.1200;NONE
Heidenheim;48.6761;10.1544;NONE
Kaltennordheim;50.6333;10.1667;NONE
Kitzingen;49.7333;10.1667;NONE
Memmingen;47.9878;10.1811;NONE
Bad Neustadt;50.3219;10.2161;NONE
Bad Salzungen;50.8117;10.2333;NONE
Schweinfurt;50.0500;10.2333;NONE
Giengen an der Brenz;48.6217;10.2450;NONE
Günzburg;48.4527;10.2713;NONE
Sonthofen;47.5158;10.2811;NONE
Kempten;47.7333;10.3167;NONE
Gerolzhofen;49.9011;10.3489;NONE
Wasungen;50.6667;10.3667;NONE
Meiningen;50.5500;10.4167;NONE
Schmalkalden;50.7167;10.4500;NONE
Mindelheim;48.0333;10.4667;NONE
Nördlingen;48.8511;10.4883;NONE
Römhild;50.3833;10.5500;NONE
Kurort Steinbach-Hallenberg;50.7006;10.5667;NONE
Ansbach;49.3000;10.5833;NONE
Bad Wörishofen;48.0058;10.5969;NONE
Kaufbeuren;47.8800;10.6225;NONE
Zella-Mehlis;50.6597;10.6669;NONE
Suhl;50.6106;10.6931;NONE
Füssen;47.5667;10.7000;NONE
Ohrdruf;50.8281;10.7328;NONE
Schleusingen;50.5167;10.7500;NONE
Hildburghausen;50.4167;10.7500;NONE
Gunzenhausen;49.1147;10.7542;NONE
Donauwörth;48.7000;10.8000;NONE
Bobingen;48.2667;10.8167;NONE
Neusäß;48.4000;10.8333;NONE
Gersthofen;48.4167;10.8667;NONE
Herzogenaurach;49.5700;10.8819;NONE
Bamberg;49.8914;10.8869;NONE
Königsbrunn;48.2689;10.8908;NONE
Augsburg;48.3689;10.8978;NONE
Ilmenau;50.6839;10.9194;NONE
Arnstadt;50.8342;10.9464;NONE
Pappenheim;48.9500;10.9500;NONE
Oberasbach;49.4219;10.9583;NONE
Coburg;50.2667;10.9667;NONE
Weißenburg;49.0306;10.9719;NONE
Friedberg;48.3500;10.9833;NONE
Fürth;49.4667;11.0000;NONE
Großbreitenbach;50.5828;11.0106;NONE
Erlangen;49.5833;11.0167;NONE
Schwabach;49.3292;11.0208;NONE
Lichtenfels;50.1333;11.0333;NONE
Forchheim;49.7197;11.0581;NONE
Nürnberg;49.4539;11.0775;NONE
Stadtilm;50.7750;11.0808;NONE
Garmisch-Partenkirchen;47.5000;11.0833;NONE
Roth;49.2461;11.0911;NONE
Königsee;50.6614;11.0972;NONE
Neustadt bei Coburg;50.3289;11.1211;NONE
Wendelstein;49.3536;11.1483;NONE
Neuhaus am Rennweg;50.5167;11.1500;NONE
Weilheim;47.8333;11.1500;NONE
Sonneberg;50.3500;11.1667;NONE
Neuburg;48.7333;11.1833;NONE
Föritz;50.3500;11.2417;NONE
Fürstenfeldbruck;48.1778;11.2556;NONE
Bad Blankenburg;50.6833;11.2667;NONE
Schrobenhausen;48.5333;11.2667;NONE
Lauf;49.5103;11.2772;NONE
Gilching;48.1103;11.3011;NONE
Olching;48.2000;11.3167;NONE
Rudolstadt;50.7169;11.3275;NONE
Kronach;50.2411;11.3281;NONE
Starnberg;47.9972;11.3406;NONE
Blankenhain;50.8600;11.3439;NONE
Puchheim;48.1500;11.3500;NONE
Saalfeld;50.6500;11.3667;NONE
Gröbenzell;48.2000;11.3667;NONE
Germering;48.1333;11.3667;NONE
Gauting;48.0678;11.3739;NONE
Penzberg;47.7500;11.3833;NONE
Ingolstadt;48.7631;11.4250;NONE
Wolfratshausen;47.9133;11.4278;NONE
Kulmbach;50.1000;11.4333;NONE
Dachau;48.2603;11.4342;NONE
Unterwellenborn;50.6586;11.4419;NONE
Neumarkt;49.2833;11.4667;NONE
Karlsfeld;48.2167;11.4667;NONE
Geretsried;47.8667;11.4667;NONE
Pfaffenhofen;48.5333;11.5167;NONE
Bad Tölz;47.7603;11.5567;NONE
Unterschleißheim;48.2833;11.5667;NONE
München;48.1375;11.5750;NONE
Bayreuth;49.9481;11.5783;NONE
Pößneck;50.7000;11.6000;NONE
Taufkirchen;48.0500;11.6167;NONE
Garching bei München;48.2500;11.6500;NONE
Neufahrn bei Freising;48.3159;11.6632;NONE
Ottobrunn;48.0667;11.6667;NONE
Ismaning;48.2264;11.6725;NONE
Holzkirchen;47.8833;11.7000;NONE
Stadtroda;50.8500;11.7333;NONE
Haar;48.1000;11.7333;NONE
Freising;48.4028;11.7489;NONE
Sulzbach-Rosenberg;49.5000;11.7500;NONE
Vaterstetten;48.1050;11.7706;NONE
Mainburg;48.6500;11.7833;NONE
Schleiz;50.5833;11.8167;NONE
Poing;48.1667;11.8167;NONE
Kemnath;49.8500;11.8500;NONE
Kelheim;48.9167;11.8667;NONE
Erding;48.2833;11.9000;NONE
Hof;50.3167;11.9167;NONE
Bruckmühl;47.8833;11.9167;NONE
Moosburg;48.4667;11.9333;NONE
Zeulenroda;50.6486;11.9806;NONE
Bad Aibling;47.8667;12.0167;NONE
Weida;50.7750;12.0569;NONE
Marktredwitz;50.0000;12.0667;NONE
Kolbermoor;47.8500;12.0667;NONE
Regensburg;49.0167;12.0833;NONE
Schwandorf;49.3283;12.1100;NONE
Plauen;50.4833;12.1167;NONE
Regenstauf;49.1236;12.1283;NONE
Selb;50.1667;12.1333;NONE
Rosenheim;47.8500;12.1333;NONE
Landshut;48.5397;12.1508;NONE
Ronneburg;50.8636;12.1808;NONE
Greiz;50.6547;12.1997;NONE
Reichenbach/Vogtland;50.6167;12.3000;NONE
Crimmitschau;50.8181;12.3875;NONE
Auerbach;50.5094;12.4000;NONE
Meerane;50.8519;12.4636;NONE
Zwickau;50.7167;12.5000;NONE
Dingolfing;48.6333;12.5000;NONE
Glauchau;50.8233;12.5444;NONE
Straubing;48.8833;12.5667;NONE
Mülsen;50.7447;12.5747;NONE
Lichtenstein;50.7564;12.6317;NONE
Schneeberg;50.5942;12.6456;NONE
Aue;50.5853;12.7008;NONE
Hohenstein-Ernstthal;50.8000;12.7167;NONE
Limbach-Oberfrohna;50.8667;12.7500;NONE
Schwarzenberg;50.5453;12.7792;NONE
Zwönitz;50.6167;12.8000;NONE
Chemnitz;50.8333;12.9167;NONE
Deggendorf;48.8333;12.9667;NONE
Annaberg-Buchholz;50.5800;13.0022;NONE
Flöha;50.8558;13.0714;NONE
Marienberg;50.6333;13.1500;NONE
Olbernhau;50.6667;13.3333;NONE
